,year,round,draft_pick,draft_team,player,player_url,position,age,college,college_stats_url,pic_url,bday,hs,height,weight,height_decimal,birthplace_town,birthplace_state,home_state,conference,bmi,Career_year,Career_school,Career_conference,Career_class,Career_position,Career_games,Career_completions,Career_attempts,Career_comp_pct,Career_passing_yds,Career_yds_per_att,Career_adj_yds_per_att,Career_passing_td,Career_interceptions,Career_pass_eff_rate,Best_year,Best_school,Best_conference,Best_class,Best_position,Best_games,Best_completions,Best_attempts,Best_comp_pct,Best_passing_yds,Best_yds_per_att,Best_adj_yds_per_att,Best_passing_td,Best_interceptions,Best_pass_eff_rate,Career_rush_attempts,Career_rush_yds,Career_rush_avg,Career_rush_td,Career_receptions,Career_rec_yds,Career_rec_avg,Career_rec_td,Career_r_total_plays,Career_r+total_yds,Career_r_total_avg,Career_r_total_td
74,2016,6,191,DET,Jake Rudock,https://www.pro-football-reference.com/players/R/RudoJa00.htm,QB,23,Michigan,http://www.sports-reference.com/cfb/players/jake-rudock-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/RudoJa00_2019.jpg,1/21/1993,"St. Thomas Aquinas,FL",6'3,212,6.25,Weston ,"FL, ",FL,BIG10,26.5,Career,Overall,Big Ten,SR,QB,38,666,1080,61.7,7836,7.3,7.1,54,27,134.1,2015,Michigan,Big Ten,SR,QB,13,249,389,64,3017,7.8,7.7,20,9,141.5,192,560,2.9,12,1,10,10,0,193,570,3,12
75,2016,6,201,JAX,Brandon Allen,https://www.pro-football-reference.com/players/A/AlleBr00.htm,QB,24,Arkansas,http://www.sports-reference.com/cfb/players/brandon-allen-2.html,https://www.pro-football-reference.com/req/20180910/images/headshots/AlleBr00_2022.jpg,9/5/1992,"Fayetteville,AR",6'2,209,6.17,Fayetteville,"AR, ",AR,SEC,26.8,Career,Arkansas,SEC,SR,QB,42,583,1016,57.4,7463,7.3,7.5,64,26,134.8,2015,Arkansas,SEC,SR,QB,13,244,370,65.9,3440,9.3,9.9,30,8,166.5,134,136,1,4,1,11,11,0,135,147,1.1,4
76,2016,6,207,SFO,Jeff Driskel,https://www.pro-football-reference.com/players/D/DrisJe00.htm,QB,23,Louisiana Tech,http://www.sports-reference.com/cfb/players/jeff-driskel-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/DrisJe00_2022.jpg,4/23/1993,"Oviedo,FL",6'4,235,6.33,Oviedo,"FL, ",FL,CUSA,28.6,Career,Overall,CUSA,SR,QB,42,607,1000,60.7,7437,7.4,7.2,50,28,134.1,2015,Louisiana Tech,CUSA,SR,QB,13,279,448,62.3,4026,9,9.4,27,8,154.1,312,972,3.1,14,0,0,,0,312,972,3.1,14
77,2016,7,223,MIA,Brandon Doughty,https://www.pro-football-reference.com/players/D/DougBr00.htm,QB,24,Western Kentucky,http://www.sports-reference.com/cfb/players/brandon-doughty-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/DougBr00_2017.jpg,10/6/1991,"North Broward Prep,FL",6'3,212,6.25,Davie,"FL, ",FL,CUSA,26.5,Career,Western Kentucky,CUSA,SR,QB,43,1023,1491,68.6,12855,8.6,9.1,111,34,161,2015,Western Kentucky,CUSA,SR,QB,14,388,540,71.9,5055,9.4,10.4,48,9,176.5,102,-285,-2.8,3,1,7,7,1,103,-278,-2.7,4
78,2015,1,1,TAM,Jameis Winston,https://www.pro-football-reference.com/players/W/WinsJa00.htm,QB,21,Florida St.,http://www.sports-reference.com/cfb/players/jameis-winston-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/WinsJa00_2021.jpg,1/6/1994,"Hueytown,AL",6'4,231,6.33,Bessemer,"AL, ",AL,ACC,28.1,Career,Florida State,ACC,SO,QB,27,562,851,66,7964,9.4,9.4,65,28,163.3,2014,Florida State,ACC,SO,QB,13,305,467,65.3,3907,8.4,7.7,25,18,145.5,145,284,2,7,0,0,,0,145,284,2,7
79,2015,1,2,TEN,Marcus Mariota,https://www.pro-football-reference.com/players/M/MariMa01.htm,QB,21,Oregon,http://www.sports-reference.com/cfb/players/marcus-mariota-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/MariMa01_2022.jpg,10/30/1993,"Saint Louis,HI",6'4,222,6.33,Honolulu,"HI, ",HI,PAC12,27,Career,Oregon,Pac-12,JR,QB,41,779,1167,66.8,10796,9.3,10.5,105,14,171.8,2014,Oregon,Pac-12,JR,QB,15,304,445,68.3,4454,10,11.5,42,4,181.7,337,2237,6.6,29,2,28,14,2,339,2265,6.7,31
80,2015,3,75,NOR,Garrett Grayson,https://www.pro-football-reference.com/players/G/GrayGa00.htm,QB,24,Colorado St.,http://www.sports-reference.com/cfb/players/garrett-grayson-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/GrayGa00_2018.jpg,5/29/1991,,6'2,220,6.17,,,,MW,28.2,Career,Colorado State,MWC,SR,QB,37,688,1113,61.8,9190,8.3,8.3,64,27,145.3,2014,Colorado State,MWC,SR,QB,13,270,420,64.3,4006,9.5,10.3,32,7,166.2,212,283,1.3,4,3,31,10.3,1,215,314,1.5,5
81,2015,3,89,LAR,Sean Mannion,https://www.pro-football-reference.com/players/M/MannSe00.htm,QB,23,Oregon St.,http://www.sports-reference.com/cfb/players/sean-mannion-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/MannSe00_2022.jpg,4/25/1992,"Foothill,CA",6'6,230,6.5,San Jose,"CA, ",CA,PAC12,26.6,Career,Oregon State,Pac-12,SR,QB,47,1187,1838,64.6,13600,7.4,7,83,54,135.8,2014,Oregon State,Pac-12,SR,QB,12,282,453,62.3,3164,7,6.9,15,8,128.3,132,-804,-6.1,2,1,6,6,0,133,-798,-6,2
82,2015,4,103,NYJ,Bryce Petty,https://www.pro-football-reference.com/players/P/PettBr01.htm,QB,24,Baylor,http://www.sports-reference.com/cfb/players/bryce-petty-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/PettBr01_2018.jpg,5/31/1991,"Midlothian,TX",6'3,226,6.25,Thomaston,"GA, ",GA,BIG12,28.2,Career,Baylor,Big 12,SR,QB,37,530,845,62.7,8195,9.7,10.6,62,10,166,2014,Baylor,Big 12,SR,QB,12,270,428,63.1,3855,9,9.6,29,7,157.8,192,338,1.8,21,0,0,,0,192,338,1.8,21
83,2015,5,147,GNB,Brett Hundley,https://www.pro-football-reference.com/players/H/HundBr00.htm,QB,22,UCLA,http://www.sports-reference.com/cfb/players/brett-hundley-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/HundBr00_2022.jpg,6/15/1993,"Chandler,AZ",6'3,226,6.25,Phoenix,"AZ, ",AZ,PAC12,28.2,Career,UCLA,Pac-12,JR,QB,40,837,1241,67.4,9966,8,8.3,75,25,150.8,2014,UCLA,Pac-12,JR,QB,13,271,392,69.1,3155,8,8.6,22,5,152.7,479,1747,3.6,30,2,16,8,1,481,1763,3.7,31
84,2015,7,250,DEN,Trevor Siemian,https://www.pro-football-reference.com/players/S/SiemTr00.htm,QB,23,Northwestern,http://www.sports-reference.com/cfb/players/trevor-siemian-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/SiemTr00_2022.jpg,12/26/1991,"Olympia,FL",6'3,220,6.25,Windermere,"FL, ",FL,BIG10,27.5,Career,Northwestern,Big Ten,SR,QB,44,550,934,58.9,5931,6.4,5.8,27,24,116.6,2014,Northwestern,Big Ten,SR,QB,11,228,392,58.2,2214,5.6,4.7,7,11,105.9,142,-23,-0.2,6,1,17,17,1,143,-6,0,7
85,2014,1,3,JAX,Blake Bortles,https://www.pro-football-reference.com/players/B/BortBl00.htm,QB,22,Central Florida,http://www.sports-reference.com/cfb/players/blake-bortles-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/BortBl00_2019.jpg,4/28/1992,"Oviedo,FL",6'5,236,6.42,Oviedo,"FL, ",FL,AAC,28,Career,UCF,American,JR,QB,37,585,891,65.7,7598,8.5,8.8,56,19,153.8,2013,UCF,American,JR,QB,13,259,382,67.8,3581,9.4,9.6,25,9,163.4,195,561,2.9,15,1,-3,-3,0,196,558,2.8,15
86,2014,1,22,CLE,Johnny Manziel,https://www.pro-football-reference.com/players/M/ManzJo00.htm,QB,21,Texas A&M,http://www.sports-reference.com/cfb/players/johnny-manziel-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/ManzJo00_2019.jpg,12/6/1992,"Tivy,TX",6'0,207,6,Tyler,"TX, ",TX,SEC,28.1,Career,Texas A&M,SEC,SO,QB,26,595,863,68.9,7820,9.1,9.4,63,22,164.1,2013,Texas A&M,SEC,SO,QB,13,300,429,69.9,4114,9.6,10,37,13,172.9,345,2169,6.3,30,0,0,,0,345,2169,6.3,30
87,2014,1,32,MIN,Teddy Bridgewater,https://www.pro-football-reference.com/players/B/BridTe00.htm,QB,21,Louisville,http://www.sports-reference.com/cfb/players/teddy-bridgewater-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/BridTe00_2022.jpg,11/10/1992,"Miami Northwestern,FL",6'2,215,6.17,Miami,"FL, ",FL,ACC,27.6,Career,Louisville,American,JR,QB,39,781,1142,68.4,9817,8.6,8.9,72,24,157.2,2013,Louisville,American,JR,QB,13,303,427,71,3970,9.3,10.3,31,4,171.1,226,170,0.8,6,0,0,,0,226,170,0.8,6
88,2014,2,36,LVR,Derek Carr,https://www.pro-football-reference.com/players/C/CarrDe02.htm,QB,23,Fresno St.,http://www.sports-reference.com/cfb/players/derek-carr-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/CarrDe02_2022.jpg,3/28/1991,"Bakersfield Christian,CA,Clements,TX",6'3,210,6.25,Fresno,"CA, ",CA,MW,26.2,Career,Fresno State,MWC,SR,QB,44,1087,1630,66.7,12843,7.9,8.6,113,24,152.8,2013,Fresno State,MWC,SR,QB,13,454,659,68.9,5083,7.7,8.7,50,8,156.3,164,190,1.2,5,1,-1,-1,0,165,189,1.1,5
89,2014,4,120,ARI,Logan Thomas,https://www.pro-football-reference.com/players/T/ThomLo00.htm,QB,23,Virginia Tech,http://www.sports-reference.com/cfb/players/logan-thomas-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/ThomLo00_2022.jpg,7/1/1991,"Brookville,VA",6'6,250,6.5,Lynchburg,"VA, ",VA,ACC,28.9,Career,Virginia Tech,ACC,SR,QB,47,693,1248,55.5,9003,7.2,6.6,52,39,123.6,2013,Virginia Tech,ACC,SR,QB,13,227,402,56.5,2907,7.2,6.5,15,13,123.1,495,1359,2.7,24,2,11,5.5,1,497,1370,2.8,25
90,2014,4,135,HOU,Tom Savage,https://www.pro-football-reference.com/players/S/SavaTo00.htm,QB,24,Pittsburgh,http://www.sports-reference.com/cfb/players/tom-savage-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/SavaTo00_2019.jpg,4/26/1990,"Cardinal O'Hara,PA",6'4,230,6.33,Springfield,"PA, ",PA,ACC,28,Career,Overall,ACC,SR,QB,31,430,757,56.8,5690,7.5,7.4,37,19,131.1,2013,Pitt,ACC,SR,QB,13,238,389,61.2,2958,7.6,7.6,21,9,138.2,167,-319,-1.9,4,1,-2,-2,0,168,-321,-1.9,4
91,2014,5,163,KAN,Aaron Murray,https://www.pro-football-reference.com/players/M/MurrAa00.htm,QB,23,Georgia,http://www.sports-reference.com/cfb/players/aaron-murray-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/MurrAa00_2019.jpg,11/10/1990,,6'1,207,6.08,,,,SEC,27.3,Career,Georgia,SEC,SR,QB,52,921,1478,62.3,13166,8.9,9.3,121,41,158.6,2013,Georgia,SEC,SR,QB,11,225,347,64.8,3075,8.9,9.2,26,9,158.8,286,396,1.4,16,1,-3,-3,0,287,393,1.4,16
92,2014,5,164,CIN,A.J. McCarron,https://www.pro-football-reference.com/players/M/McCaA.00.htm,QB,23,Alabama,http://www.sports-reference.com/cfb/players/aj-mccarron-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/McCaA.00_2018.jpg,9/13/1990,"St. Paul's Episcopal,AL",6'3,220,6.25,Mobile,"AL, ",AL,SEC,27.5,Career,Alabama,SEC,SR,QB,53,686,1026,66.9,9019,8.8,9.6,77,15,162.5,2013,Alabama,SEC,SR,QB,13,226,336,67.3,3063,9.1,9.8,28,7,167.2,119,-50,-0.4,3,0,0,,0,119,-50,-0.4,3
93,2014,6,178,TEN,Zach Mettenberger,https://www.pro-football-reference.com/players/M/MettZa00.htm,QB,23,LSU,http://www.sports-reference.com/cfb/players/zach-mettenberger-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/MettZa00_2019.jpg,7/16/1991,"Oconee County,GA",6'5,224,6.42,Athens,"GA, ",GA,SEC,26.5,Career,LSU,SEC,SR,QB,30,407,659,61.8,5783,8.8,8.8,35,15,148.4,2013,LSU,SEC,SR,QB,12,192,296,64.9,3082,10.4,10.7,22,8,171.4,83,-313,-3.8,0,0,0,,0,83,-313,-3.8,0
94,2014,6,183,CHI,David Fales,https://www.pro-football-reference.com/players/F/FaleDa00.htm,QB,23,San Jose St.,http://www.sports-reference.com/cfb/players/david-fales-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/FaleDa00_2019.jpg,10/4/1990,"Palma,CA",6'2,210,6.17,Salinas,"CA, ",CA,MW,26.9,Career,San Jose State,MWC,SR,QB,25,639,938,68.1,8382,8.9,9.3,66,22,161.7,2013,San Jose State,MWC,SR,QB,12,312,487,64.1,4189,8.6,8.8,33,13,153.3,90,-132,-1.5,2,0,0,,0,90,-132,-1.5,2
95,2014,6,194,BAL,Keith Wenning,https://www.pro-football-reference.com/players/W/WennKe00.htm,QB,23,Ball St.,http://www.sports-reference.com/cfb/players/keith-wenning-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/WennKe00_2019.jpg,2/14/1991,,6'3,218,6.25,,,,MAC,27.2,Career,Ball State,MAC,SR,QB,49,1035,1642,63,11402,6.9,6.9,92,42,134.7,2013,Ball State,MAC,SR,QB,13,319,498,64.1,4148,8.3,9.1,35,7,154.4,190,328,1.7,13,2,29,14.5,1,192,357,1.9,14
96,2014,6,213,NYJ,Tajh Boyd,https://www.pro-football-reference.com/players/B/BoydTa00.htm,QB,23,Clemson,http://www.sports-reference.com/cfb/players/tajh-boyd-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/BoydTa00_2019.jpg,9/25/1990,,6'1,222,6.08,,,,ACC,29.3,Career,Clemson,ACC,SR,QB,47,901,1402,64.3,11904,8.5,8.8,107,39,155.2,2013,Clemson,ACC,SR,QB,13,283,413,68.5,3851,9.3,9.8,34,11,168.7,505,1165,2.3,26,0,0,,0,505,1165,2.3,26
97,2014,6,214,LAR,Garrett Gilbert,https://www.pro-football-reference.com/players/G/GilbGa01.htm,QB,23,SMU,http://www.sports-reference.com/cfb/players/garrett-gilbert-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/GilbGa01_2021.jpg,7/1/1991,"Lake Travis,TX",6'4,230,6.33,Buffalo,"NY, ",NY,AAC,28,Career,Overall,American,SR,QB,47,908,1548,58.7,9761,6.3,5.6,49,45,116.3,2013,SMU,American,SR,QB,10,335,504,66.5,3528,7,7.2,21,7,136.2,295,1013,3.4,20,0,0,,0,295,1013,3.4,20
98,2013,1,16,BUF,EJ Manuel,https://www.pro-football-reference.com/players/M/ManuEJ00.htm,QB,23,Florida St.,http://www.sports-reference.com/cfb/players/ej-manuel-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/ManuEJ00_2018.jpg,3/19/1990,"Bayside,VA",6'4,237,6.33,Virginia Beach,"VA, ",VA,ACC,28.9,Career,Florida State,ACC,SR,QB,43,600,897,66.9,7741,8.6,8.3,47,28,150.4,2012,Florida State,ACC,SR,QB,14,263,387,68,3397,8.8,8.8,23,10,156.1,298,827,2.8,11,0,11,,0,298,838,2.8,11
99,2013,2,39,NYJ,Geno Smith,https://www.pro-football-reference.com/players/S/SmitGe00.htm,QB,22,West Virginia,http://www.sports-reference.com/cfb/players/geno-smith-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/SmitGe00_2022.jpg,10/10/1990,"Miramar,FL",6'3,221,6.25,Miramar,"FL, ",FL,BIG12,27.6,Career,West Virginia,Big 12,SR,QB,44,988,1465,67.4,11662,8,8.7,98,21,153.5,2012,West Virginia,Big 12,SR,QB,13,369,518,71.2,4205,8.1,9.2,42,6,163.9,245,342,1.4,4,,,,,245,342,1.4,4
100,2013,3,73,TAM,Mike Glennon,https://www.pro-football-reference.com/players/G/GlenMi00.htm,QB,23,North Carolina St.,http://www.sports-reference.com/cfb/players/mike-glennon-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/GlenMi00_2021.jpg,12/12/1989,"Westfield,VA",6'7,225,6.58,Centreville,"VA, ",VA,ACC,25.4,Career,North Carolina State,ACC,SR,QB,36,646,1069,60.4,7411,6.9,6.8,63,31,132.3,2012,North Carolina State,ACC,SR,QB,13,330,564,58.5,4031,7.1,6.9,31,17,130.7,111,-280,-2.5,3,,,,,111,-280,-2.5,3
101,2013,4,98,PHI,Matt Barkley,https://www.pro-football-reference.com/players/B/BarkMa00.htm,QB,22,USC,http://www.sports-reference.com/cfb/players/matt-barkley-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/BarkMa00_2022.jpg,9/8/1990,"Mater Dei,CA",6'2,234,6.17,Newport Beach,"CA, ",CA,PAC12,30,Career,USC,Pac-12,SR,QB,47,1001,1562,64.1,12327,7.9,8,116,48,148.7,2012,USC,Pac-12,SR,QB,11,246,387,63.6,3273,8.5,8.6,36,15,157.6,132,-113,-0.9,6,,,,,132,-113,-0.9,6
102,2013,4,110,NYG,Ryan Nassib,https://www.pro-football-reference.com/players/N/NassRy00.htm,QB,23,Syracuse,http://www.sports-reference.com/cfb/players/ryan-nassib-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/NassRy00_2019.jpg,3/10/1990,"Malvern Prep,PA",6'2,227,6.17,West Chester,"PA, ",PA,ACC,29.1,Career,Syracuse,Big East,SR,QB,47,791,1312,60.3,9190,7,7.1,70,28,132.5,2012,Syracuse,Big East,SR,QB,13,294,471,62.4,3749,8,8.1,26,10,143.3,242,168,0.7,5,1,-4,-4,0,243,164,0.7,5
103,2013,4,112,LVR,Tyler Wilson,https://www.pro-football-reference.com/players/W/WilsTy00.htm,QB,24,Arkansas,http://www.sports-reference.com/cfb/players/tyler-wilson-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/WilsTy00_2019.jpg,8/16/1989,,6'2,215,6.17,,,,SEC,27.6,Career,Arkansas,SEC,SR,QB,37,593,948,62.6,7765,8.2,8.1,52,26,144,2012,Arkansas,SEC,SR,QB,11,249,401,62.1,3387,8.4,8,21,13,143.8,110,-44,-0.4,4,,,,,110,-44,-0.4,4
104,2013,4,115,PIT,Landry Jones,https://www.pro-football-reference.com/players/J/JoneLa02.htm,QB,24,Oklahoma,http://www.sports-reference.com/cfb/players/landry-jones-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/JoneLa02_2018.jpg,4/4/1989,"Artesia,NM",6'4,225,6.33,Artesia,"NM, ",NM,BIG12,27.4,Career,Oklahoma,Big 12,SR,QB,53,1388,2183,63.6,16646,7.6,7.7,123,52,141.5,2012,Oklahoma,Big 12,SR,QB,13,367,555,66.1,4267,7.7,7.9,30,11,144.6,132,-375,-2.8,3,,,,,132,-375,-2.8,3
105,2013,7,234,DEN,Zac Dysert,https://www.pro-football-reference.com/players/D/DyseZa00.htm,QB,23,Miami (OH),http://www.sports-reference.com/cfb/players/zac-dysert-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/DyseZa00_2017.jpg,2/8/1990,,6'3,231,6.25,,,,MAC,28.9,Career,Miami (OH),MAC,SR,QB,46,1066,1672,63.8,12013,7.2,6.7,73,51,132.4,2012,Miami (OH),MAC,SR,QB,12,302,480,62.9,3483,7.3,7.2,25,12,136.1,461,665,1.4,12,,,,,461,665,1.4,12
106,2013,7,237,SFO,B.J. Daniels,https://www.pro-football-reference.com/players/D/DaniB.00.htm,QB,24,South Florida,http://www.sports-reference.com/cfb/players/bj-daniels-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/DaniB.00_2017.jpg,10/24/1988,"Lincoln,FL",5'11,217,5.92,Tallahassee,"FL, ",FL,AAC,30.2,Career,South Florida,Big East,SR,QB,47,649,1132,57.3,8433,7.4,6.8,52,39,128.2,2012,South Florida,Big East,SR,QB,9,165,290,56.9,2075,7.2,6.6,14,10,126,526,2068,3.9,25,,,,,526,2068,3.9,25
107,2013,7,249,ATL,Sean Renfree,https://www.pro-football-reference.com/players/R/RenfSe00.htm,QB,23,Duke,http://www.sports-reference.com/cfb/players/sean-renfree-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/RenfSe00_2019.jpg,4/28/1990,"Notre Dame Prep,AZ",6'3,219,6.25,Scottsdale,"AZ, ",AZ,ACC,27.4,Career,Duke,ACC,SR,QB,42,898,1389,64.7,9465,6.8,6.3,51,40,128.2,2012,Duke,ACC,SR,QB,12,297,441,67.3,3113,7.1,6.9,19,10,136.3,153,-167,-1.1,9,,,,,153,-167,-1.1,9
108,2012,1,1,IND,Andrew Luck,https://www.pro-football-reference.com/players/L/LuckAn00.htm,QB,22,Stanford,http://www.sports-reference.com/cfb/players/andrew-luck-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/LuckAn00_2019.jpg,9/12/1989,"Stratford,TX",6'4,240,6.33,Washington,"DC, ",DC,PAC12,29.2,Career,Stanford,Pac-12,SR,QB,38,713,1064,67,9430,8.9,9.5,82,22,162.8,2011,Stanford,Pac-12,SR,QB,13,288,404,71.3,3517,8.7,9.4,37,10,169.7,163,957,5.9,7,2,24,12,0,165,981,5.9,7
109,2012,1,2,WAS,Robert Griffin III,https://www.pro-football-reference.com/players/G/GrifRo01.htm,QB,22,Baylor,http://www.sports-reference.com/cfb/players/robert-griffin-iii-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/GrifRo01_2020.jpg,2/12/1990,"Copperas Cove,TX",6'2,213,6.17,Okinawa,Japan,Japan,BIG12,27.3,Career,Baylor,Big 12,JR,QB,41,800,1192,67.1,10366,8.7,9.4,78,17,158.9,2011,Baylor,Big 12,JR,QB,13,291,402,72.4,4293,10.7,11.8,37,6,189.5,528,2254,4.3,33,3,24,8,0,531,2278,4.3,33
110,2012,1,8,MIA,Ryan Tannehill,https://www.pro-football-reference.com/players/T/TannRy00.htm,QB,24,Texas A&M,http://www.sports-reference.com/cfb/players/ryan-tannehill-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/TannRy00_2022.jpg,7/27/1988,"Big Spring,TX",6'4,217,6.33,Lubbock,"TX, ",TX,SEC,26.4,Career,Texas A&M,Big 12,SR,QB,50,484,774,62.5,5450,7,6.9,42,21,134.2,2011,Texas A&M,Big 12,SR,QB,13,327,531,61.6,3744,7.1,6.9,29,15,133.2,115,369,3.2,5,112,1596,14.3,10,227,1965,8.7,15
111,2012,1,22,CLE,Brandon Weeden,https://www.pro-football-reference.com/players/W/WeedBr00.htm,QB,28,Oklahoma St.,http://www.sports-reference.com/cfb/players/brandon-weeden-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/WeedBr00_2018.jpg,10/14/1983,"Edmond Santa Fe,OK",6'3,227,6.25,Oklahoma City,"OK, ",OK,BIG12,28.4,Career,Oklahoma State,Big 12,SR,QB,30,767,1103,69.5,9260,8.4,8.7,75,27,157.6,2011,Oklahoma State,Big 12,SR,QB,13,409,565,72.4,4727,8.4,8.6,37,13,159.7,39,-150,-3.8,1,,,,,39,-150,-3.8,1
112,2012,2,57,DEN,Brock Osweiler,https://www.pro-football-reference.com/players/O/OsweBr00.htm,QB,21,Arizona St.,http://www.sports-reference.com/cfb/players/brock-osweiler-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/OsweBr00_2018.jpg,11/22/1990,"Flathead,MT",6'7,240,6.58,Coeur d'Alene,"ID, ",ID,PAC12,27.1,Career,Arizona State,Pac-12,JR,QB,25,412,680,60.6,5082,7.5,7.5,33,15,135,2011,Arizona State,Pac-12,JR,QB,13,326,516,63.2,4036,7.8,7.7,26,13,140.5,137,221,1.6,4,,,,,137,221,1.6,4
113,2012,3,75,SEA,Russell Wilson,https://www.pro-football-reference.com/players/W/WilsRu00.htm,QB,23,Wisconsin,http://www.sports-reference.com/cfb/players/russell-wilson-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/WilsRu00_2022.jpg,11/29/1988,"Collegiate School,VA",5'11,215,5.92,Cincinnati,"OH, ",OH,BIG10,29.9,Career,Overall,Big Ten,SR,QB,50,907,1489,60.9,11720,7.9,8.4,109,30,147.2,2011,Wisconsin,Big Ten,SR,QB,14,225,309,72.8,3175,10.3,11.8,33,4,191.8,441,1421,3.2,23,4,60,15,1,445,1481,3.3,24
114,2012,3,88,PHI,Nick Foles,https://www.pro-football-reference.com/players/F/FoleNi00.htm,QB,23,Arizona,http://www.sports-reference.com/cfb/players/nick-foles-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/FoleNi00_2022.jpg,1/20/1989,"Westlake,TX",6'6,262,6.5,Austin,"TX, ",TX,PAC12,30.3,Career,Overall,Pac-12,SR,QB,36,938,1404,66.8,10068,7.2,7.1,67,33,138.1,2011,Arizona,Pac-12,SR,QB,12,387,560,69.1,4334,7.7,7.6,28,14,145.6,106,-290,-2.7,4,1,-9,-9,0,107,-299,-2.8,4
115,2012,4,102,WAS,Kirk Cousins,https://www.pro-football-reference.com/players/C/CousKi00.htm,QB,24,Michigan St.,http://www.sports-reference.com/cfb/players/kirk-cousins-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/CousKi00_2022.jpg,8/19/1988,"Holland Christian,MI",6'3,205,6.25,Barrington,"IL, ",IL,BIG10,25.6,Career,Michigan State,Big Ten,SR,QB,45,723,1128,64.1,9131,8.1,8.1,66,30,146.1,2011,Michigan State,Big Ten,SR,QB,14,267,419,63.7,3316,7.9,8,25,10,145.1,111,-127,-1.1,1,1,2,2,0,112,-125,-1.1,1
116,2012,6,185,ARI,Ryan Lindley,https://www.pro-football-reference.com/players/L/LindRy00.htm,QB,23,San Diego St.,http://www.sports-reference.com/cfb/players/ryan-lindley-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/LindRy00_2019.jpg,6/2/1989,"El Capitan,CA",6'3,229,6.25,San Diego,"CA, ",CA,MW,28.6,Career,San Diego State,MWC,SR,QB,49,961,1732,55.5,12690,7.3,7.1,90,47,128.8,2011,San Diego State,MWC,SR,QB,13,237,447,53,3153,7.1,7.3,23,8,125.7,90,-275,-3.1,2,,,,,90,-275,-3.1,2
117,2012,7,253,IND,Chandler Harnish,https://www.pro-football-reference.com/players/H/HarnCh00.htm,QB,24,Northern Illinois,http://www.sports-reference.com/cfb/players/chandler-harnish-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/HarnCh00_2019.jpg,7/28/1988,,6'2,219,6.17,,,,MAC,28.1,Career,Northern Illinois,MAC,SR,QB,47,687,1110,61.9,8944,8.1,8.2,68,26,145.1,2011,Northern Illinois,MAC,SR,QB,14,237,384,61.7,3216,8.4,9.1,28,6,153,538,2983,5.5,24,,,,,538,2983,5.5,24
118,2011,1,1,CAR,Cam Newton,https://www.pro-football-reference.com/players/N/NewtCa00.htm,QB,22,Auburn,http://www.sports-reference.com/cfb/players/cam-newton-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/NewtCa00_2021.jpg,5/11/1989,"Westlake,GA",6'5,245,6.42,College Park,"GA, ",GA,SEC,29,Career,Overall,SEC,JR,QB,20,191,292,65.4,2908,10,10.9,30,7,178.2,2010,Auburn,SEC,JR,QB,14,185,280,66.1,2854,10.2,11.2,30,7,182,285,1586,5.6,24,2,42,21,1,287,1628,5.7,25
