,year,round,draft_pick,draft_team,player,player_url,position,age,college,college_stats_url,pic_url,bday,hs,height,weight,height_decimal,birthplace_town,birthplace_state,home_state,conference,bmi,Career_year,Career_school,Career_conference,Career_class,Career_position,Career_games,Career_completions,Career_attempts,Career_comp_pct,Career_passing_yds,Career_yds_per_att,Career_adj_yds_per_att,Career_passing_td,Career_interceptions,Career_pass_eff_rate,Best_year,Best_school,Best_conference,Best_class,Best_position,Best_games,Best_completions,Best_attempts,Best_comp_pct,Best_passing_yds,Best_yds_per_att,Best_adj_yds_per_att,Best_passing_td,Best_interceptions,Best_pass_eff_rate,Career_rush_attempts,Career_rush_yds,Career_rush_avg,Career_rush_td,Career_receptions,Career_rec_yds,Career_rec_avg,Career_rec_td,Career_r_total_plays,Career_r+total_yds,Career_r_total_avg,Career_r_total_td
119,2011,1,8,TEN,Jake Locker,https://www.pro-football-reference.com/players/L/LockJa00.htm,QB,23,Washington,http://www.sports-reference.com/cfb/players/jake-locker-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/LockJa00_2019.jpg,6/15/1988,"Ferndale,WA",6'2,228,6.17,Ferndale,"WA, ",WA,PAC12,29.2,Career,Washington,Pac-10,SR,QB,40,619,1147,54,7639,6.7,6.2,53,35,119.1,2010,Washington,Pac-10,SR,QB,12,184,332,55.4,2265,6.8,6.6,17,9,124.2,454,1939,4.3,29,2,31,15.5,0,456,1970,4.3,29
120,2011,1,10,JAX,Blaine Gabbert,https://www.pro-football-reference.com/players/G/GabbBl00.htm,QB,21,Missouri,http://www.sports-reference.com/cfb/players/blaine-gabbert-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/GabbBl00_2022.jpg,10/15/1989,"Parkway West,MO",6'5,235,6.42,Ballwin,"MO, ",MO,SEC,27.8,Career,Missouri,Big 12,JR,QB,31,568,933,60.9,6822,7.3,7.3,40,18,132.6,2010,Missouri,Big 12,JR,QB,13,301,475,63.4,3186,6.7,6.5,16,9,127,221,458,2.1,8,1,-10,-10,0,222,448,2,8
121,2011,1,12,MIN,Christian Ponder,https://www.pro-football-reference.com/players/P/PondCh00.htm,QB,23,Florida St.,http://www.sports-reference.com/cfb/players/christian-ponder-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/PondCh00_2019.jpg,2/25/1988,"Colleyville Heritage,TX",6'2,222,6.17,Dallas,"TX, ",TX,ACC,28.5,Career,Florida State,ACC,SR,QB,35,596,965,61.8,6872,7.1,6.7,49,30,132.1,2010,Florida State,ACC,SR,QB,12,184,299,61.5,2044,6.8,7,20,8,135.7,296,833,2.8,10,,,,,296,833,2.8,10
122,2011,2,35,CIN,Andy Dalton,https://www.pro-football-reference.com/players/D/DaltAn00.htm,QB,23,TCU,http://www.sports-reference.com/cfb/players/andy-dalton-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/DaltAn00_2021.jpg,10/29/1987,"Katy,TX",6'2,219,6.17,Katy,"TX, ",TX,BIG12,28.1,Career,TCU,MWC,SR,QB,50,812,1317,61.7,10314,7.8,7.9,71,30,140.7,2010,TCU,MWC,SR,QB,13,209,316,66.1,2857,9,9.9,27,6,166.5,413,1611,3.9,22,1,27,27,0,414,1638,4,22
123,2011,2,36,SFO,Colin Kaepernick,https://www.pro-football-reference.com/players/K/KaepCo00.htm,QB,23,Nevada,http://www.sports-reference.com/cfb/players/colin-kaepernick-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/KaepCo00_2019.jpg,11/3/1987,"Pitman,CA",6'4,225,6.33,Milwaukee,"WI, ",WI,MW,27.4,Career,Nevada,WAC,SR,QB,51,740,1271,58.2,10098,7.9,8.4,82,24,142.5,2010,Nevada,WAC,SR,QB,14,233,359,64.9,3022,8.4,8.6,21,8,150.5,600,4112,6.9,59,1,6,6,1,601,4118,6.9,60
124,2011,3,74,NWE,Ryan Mallett,https://www.pro-football-reference.com/players/M/MallRy00.htm,QB,23,Arkansas,http://www.sports-reference.com/cfb/players/ryan-mallett-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/MallRy00_2017.jpg,6/5/1988,"Texas,TX",6'6,240,6.5,Batesville,"AR, ",AR,SEC,27.7,Career,Overall,SEC,JR,QB,37,552,955,57.8,8385,8.8,9.1,69,24,150.4,2010,Arkansas,SEC,JR,QB,13,266,411,64.7,3869,9.4,9.7,32,12,163.6,135,-141,-1,7,,,,,135,-141,-1,7
125,2011,5,135,KAN,Ricky Stanzi,https://www.pro-football-reference.com/players/S/StanRi00.htm,QB,24,Iowa,http://www.sports-reference.com/cfb/players/ricky-stanzi-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/StanRi00_2019.jpg,9/3/1987,"Lake Catholic,OH",6'4,223,6.33,Mentor,"OH, ",OH,BIG10,27.2,Career,Iowa,Big Ten,SR,QB,39,542,907,59.8,7377,8.1,7.8,56,31,141.6,2010,Iowa,Big Ten,SR,QB,13,221,345,64.1,3004,8.7,9.4,25,6,157.6,160,-4,0,2,1,-1,-1,0,161,-5,0,2
126,2011,5,152,HOU,T.J. Yates,https://www.pro-football-reference.com/players/Y/YateT.00.htm,QB,24,North Carolina,http://www.sports-reference.com/cfb/players/tj-yates-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/YateT.00_2017.jpg,5/28/1987,"Pope,GA",6'4,215,6.33,Marietta,"GA, ",GA,ACC,26.2,Career,North Carolina,ACC,SR,QB,45,795,1277,62.3,9377,7.3,6.6,58,46,131.7,2010,North Carolina,ACC,SR,QB,13,282,422,66.8,3418,8.1,8,19,9,145.5,220,-333,-1.5,7,,,,,220,-333,-1.5,7
127,2011,5,160,CHI,Nathan Enderle,https://www.pro-football-reference.com/players/E/EndeNa00.htm,QB,23,Idaho,http://www.sports-reference.com/cfb/players/nathan-enderle-1.html,,1/12/1988,,6'4,240,6.33,,,,FCS,29.2,Career,Idaho,WAC,SR,QB,46,779,1427,54.6,10084,7.1,6.2,74,60,122.7,2010,Idaho,WAC,SR,QB,13,271,478,56.7,3314,6.9,6.3,22,16,123.4,228,-349,-1.5,3,1,-13,-13,0,229,-362,-1.6,3
128,2011,6,180,BAL,Tyrod Taylor,https://www.pro-football-reference.com/players/T/TaylTy00.htm,QB,22,Virginia Tech,http://www.sports-reference.com/cfb/players/tyrod-taylor-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/TaylTy00_2022.jpg,8/3/1989,"Hampton,VA",6'1,217,6.08,Hampton,"VA, ",VA,ACC,28.7,Career,Virginia Tech,ACC,SR,QB,50,495,865,57.2,7017,8.1,8.1,44,20,137.5,2010,Virginia Tech,ACC,SR,QB,14,188,315,59.7,2743,8.7,9.5,24,5,154.8,501,2196,4.4,23,,,,,501,2196,4.4,23
129,2011,7,208,NYJ,Greg McElroy,https://www.pro-football-reference.com/players/M/McElGr00.htm,QB,23,Alabama,http://www.sports-reference.com/cfb/players/greg-mcelroy-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/McElGr00.jpg,5/10/1988,"Southlake Carroll,TX",6'2,222,6.17,Los Angeles,"CA, ",CA,SEC,28.5,Career,Alabama,SEC,SR,QB,35,436,658,66.3,5691,8.6,9.2,39,10,155.4,2010,Alabama,SEC,SR,QB,13,222,313,70.9,2987,9.5,10.1,20,5,169,114,71,0.6,2,,,,,114,71,0.6,2
131,2010,1,1,LAR,Sam Bradford,https://www.pro-football-reference.com/players/B/BradSa00.htm,QB,22,Oklahoma,http://www.sports-reference.com/cfb/players/sam-bradford-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/BradSa00_2018.jpg,11/8/1987,"Putnam City North,OK",6'4,224,6.33,Oklahoma City,"OK, ",OK,BIG12,27.3,Career,Oklahoma,Big 12,JR,QB,31,604,893,67.6,8403,9.4,10.6,88,16,175.6,2008,Oklahoma,Big 12,SO,QB,14,328,483,67.9,4720,9.8,11.1,50,8,180.8,77,36,0.5,5,,,,,77,36,0.5,5
132,2010,1,25,DEN,Tim Tebow,https://www.pro-football-reference.com/players/T/TeboTi00.htm,QB,23,Florida,http://www.sports-reference.com/cfb/players/tim-tebow-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/TeboTi00_2019.jpg,8/14/1987,"Allen D. Nease,FL",6'2,236,6.17,Makati City,Phillipines,Phillipines,SEC,30.3,Career,Florida,SEC,SR,QB,55,661,995,66.4,9285,9.3,10.4,88,16,170.8,2009,Florida,SEC,SR,QB,14,213,314,67.8,2895,9.2,9.8,21,5,164.2,692,2947,4.3,57,,,,,692,2947,4.3,57
133,2010,2,48,CAR,Jimmy Clausen,https://www.pro-football-reference.com/players/C/ClauJi00.htm,QB,22,Notre Dame,http://www.sports-reference.com/cfb/players/jimmy-clausen-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/ClauJi00_2019.jpg,9/21/1987,"Oaks Christian,CA",6'3,217,6.25,Thousand Oaks,"CA, ",CA,Independents,27.1,Career,Notre Dame,Ind,JR,QB,35,695,1110,62.6,8148,7.3,7.3,60,27,137.2,2009,Notre Dame,Ind,JR,QB,12,289,425,68,3722,8.8,9.7,28,4,161.4,175,-355,-2,5,,,,,175,-355,-2,5
134,2010,3,85,CLE,Colt McCoy,https://www.pro-football-reference.com/players/M/McCoCo00.htm,QB,24,Texas,http://www.sports-reference.com/cfb/players/colt-mccoy-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/McCoCo00_2022.jpg,9/5/1986,"Jim Ned,TX",6'1,212,6.08,Hobbs,"NM, ",NM,BIG12,28,Career,Texas,Big 12,SR,QB,53,1157,1645,70.3,13253,8.1,8.2,112,45,155,2009,Texas,Big 12,SR,QB,14,332,470,70.6,3521,7.5,7.5,27,12,147.4,447,1571,3.5,20,,,,,447,1571,3.5,20
135,2010,4,122,PHI,Mike Kafka,https://www.pro-football-reference.com/players/K/KafkMi00.htm,QB,23,Northwestern,http://www.sports-reference.com/cfb/players/mike-kafka-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/KafkMi00_2019.jpg,7/25/1987,"St. Rita of Cascia,IL",6'3,216,6.25,Chicago,"IL, ",IL,BIG10,27,Career,Northwestern,Big Ten,SR,QB,30,408,637,64.1,4265,6.7,5.9,19,20,123.9,2009,Northwestern,Big Ten,SR,QB,13,319,492,64.8,3430,7,6.5,16,12,129.3,268,887,3.3,11,1,24,24,1,269,911,3.4,12
136,2010,6,176,TEN,Rusty Smith,https://www.pro-football-reference.com/players/S/SmitRu01.htm,QB,23,Florida Atlantic,http://www.sports-reference.com/cfb/players/rusty-smith-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/SmitRu01_2019.jpg,1/28/1987,"Sandalwood,FL",6'5,212,6.42,Jacksonville,"FL, ",FL,CUSA,25.1,Career,Florida Atlantic,Sun Belt,SR,QB,45,768,1361,56.4,10112,7.4,7.4,76,36,132,2009,Florida Atlantic,Sun Belt,SR,QB,7,145,253,57.3,1915,7.6,7.8,14,5,135.2,115,-335,-2.9,5,1,7,7,0,116,-328,-2.8,5
137,2010,6,204,CAR,Tony Pike,https://www.pro-football-reference.com/players/P/PikeTo00.htm,QB,24,Cincinnati,http://www.sports-reference.com/cfb/players/tony-pike-1.html,,3/10/1986,"Reading Community,OH",6'5,212,6.42,Cincinnati,"OH, ",OH,AAC,25.1,Career,Cincinnati,Big East,SR,QB,27,421,682,61.7,5018,7.4,7.5,49,20,141.4,2009,Cincinnati,Big East,SR,QB,10,211,338,62.4,2520,7.5,8.4,29,6,149.8,94,128,1.4,3,,,,,94,128,1.4,3
138,2010,7,209,BUF,Levi Brown,https://www.pro-football-reference.com/players/B/BrowLe00.htm,QB,23,Troy,http://www.sports-reference.com/cfb/players/levi-brown-1.html,,3/11/1987,"Mt. Juliet,TN",6'3,229,6.25,Mt. Juliet,"TN, ",TN,Sun Belt,28.6,Career,Troy,Sun Belt,SR,QB,23,522,830,62.9,6284,7.6,7.8,38,12,138.7,2009,Troy,Sun Belt,SR,QB,13,321,504,63.7,4254,8.4,8.5,23,9,146.1,87,24,0.3,1,1,17,17,0,88,41,0.5,1
139,2009,1,1,DET,Matthew Stafford,https://www.pro-football-reference.com/players/S/StafMa00.htm,QB,21,Georgia,http://www.sports-reference.com/cfb/players/matthew-stafford-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/StafMa00_2022.jpg,2/7/1988,"Highland Park,TX",6'3,220,6.25,Tampa,"FL, ",FL,SEC,27.5,Career,Georgia,SEC,JR,QB,39,564,987,57.1,7731,7.8,7.4,51,33,133.3,2008,Georgia,SEC,JR,QB,13,235,383,61.4,3459,9,9.2,25,10,153.5,141,213,1.5,6,1,-6,-6,0,142,207,1.5,6
140,2009,1,5,NYJ,Mark Sanchez,https://www.pro-football-reference.com/players/S/SancMa00.htm,QB,22,USC,http://www.sports-reference.com/cfb/players/mark-sanchez-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/SancMa00_2017.jpg,11/11/1986,"Mission Viejo,CA",6'2,232,6.17,Long Beach,"CA, ",CA,PAC12,29.8,Career,USC,Pac-10,JR,QB,27,313,487,64.3,3965,8.1,8.3,41,16,153.9,2008,USC,Pac-10,JR,QB,13,241,366,65.8,3207,8.8,9.4,34,10,164.6,70,33,0.5,4,,,,,70,33,0.5,4
141,2009,1,17,TAM,Josh Freeman,https://www.pro-football-reference.com/players/F/FreeJo00.htm,QB,21,Kansas St.,http://www.sports-reference.com/cfb/players/josh-freeman-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/FreeJo00_2019.jpg,1/13/1988,"Grandview,MO",6'6,240,6.5,Kansas City,"MO, ",MO,BIG12,27.7,Career,Kansas State,Big 12,JR,QB,35,680,1151,59.1,8078,7,6.5,44,34,124.7,2008,Kansas State,Big 12,JR,QB,12,224,382,58.6,2945,7.7,7.8,20,8,136.5,214,343,1.6,20,,,,,214,343,1.6,20
142,2009,2,44,MIA,Pat White,https://www.pro-football-reference.com/players/W/WhitPa01.htm,QB,23,West Virginia,http://www.sports-reference.com/cfb/players/pat-white-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/WhitPa01_2019.jpg,2/25/1986,"Daphne,AL",6'0,190,6,Mobile,"AL, ",AL,BIG12,25.8,Career,West Virginia,Big East,SR,QB,49,507,783,64.8,6049,7.7,7.8,56,23,147.4,2008,West Virginia,Big East,SR,QB,12,180,274,65.7,1842,6.7,7.1,21,7,142.3,684,4480,6.5,47,,,,,684,4480,6.5,47
143,2009,4,101,DAL,Stephen McGee,https://www.pro-football-reference.com/players/M/McGeSt00.htm,QB,23,Texas A&M,http://www.sports-reference.com/cfb/players/stephen-mcgee-1.html,,9/27/1985,"Burnet,TX",6'2,223,6.17,Round Rock,"TX, ",TX,SEC,28.6,Career,Texas A&M,Big 12,SR,QB,40,485,815,59.5,5475,6.7,6.7,28,13,124.1,2008,Texas A&M,Big 12,SR,QB,6,56,85,65.9,586,6.9,6.3,2,2,126.9,387,1750,4.5,11,1,12,12,0,388,1762,4.5,11
144,2009,6,174,DEN,Tom Brandstater,https://www.pro-football-reference.com/players/B/BranTo00.htm,QB,24,Fresno St.,http://www.sports-reference.com/cfb/players/tom-brandstater-1.html,,10/21/1984,"Turlock,CA",6'5,215,6.42,Turlock,"CA, ",CA,MW,25.5,Career,Fresno State,WAC,SR,QB,45,584,989,59,6857,6.9,6.4,47,32,126.5,2008,Fresno State,WAC,SR,QB,13,221,371,59.6,2664,7.2,6.7,18,12,129.4,132,152,1.2,8,,,,,132,152,1.2,8
145,2009,6,201,IND,Curtis Painter,https://www.pro-football-reference.com/players/P/PainCu00.htm,QB,24,Purdue,http://www.sports-reference.com/cfb/players/curtis-painter-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/PainCu00_2019.jpg,6/24/1985,"Lincoln,IN",6'4,230,6.33,Watseka,"IL, ",IL,BIG10,28,Career,Purdue,Big Ten,SR,QB,46,987,1648,59.9,11163,6.8,6.3,67,46,124.6,2008,Purdue,Big Ten,SR,QB,10,227,379,59.9,2400,6.3,5.7,13,11,118.6,225,348,1.5,13,1,19,19,0,226,367,1.6,13
146,2008,1,3,ATL,Matt Ryan,https://www.pro-football-reference.com/players/R/RyanMa00.htm,QB,23,Boston Col.,http://www.sports-reference.com/cfb/players/matt-ryan-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/RyanMa00_2022.jpg,5/17/1985,"William Penn Charter School,PA",6'4,217,6.33,Exton,"PA, ",PA,ACC,26.4,Career,Boston College,ACC,SR,QB,43,807,1347,59.9,9313,6.9,6.5,56,37,126.2,2007,Boston College,ACC,SR,QB,14,388,654,59.3,4507,6.9,6.5,31,19,127,168,58,0.3,11,1,1,1,0,169,59,0.3,11
147,2008,1,18,BAL,Joe Flacco,https://www.pro-football-reference.com/players/F/FlacJo00.htm,QB,23,Delaware,http://www.sports-reference.com/cfb/players/joe-flacco-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/FlacJo00_2022.jpg,1/16/1985,"Audubon,NJ",6'6,245,6.5,Voorhees,"NJ, ",NJ,FCS,28.3,Career,Pitt,Big East,FR,QB,3,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,,,,,6,0,0,0
148,2008,2,56,GNB,Brian Brohm,https://www.pro-football-reference.com/players/B/BrohBr00.htm,QB,22,Louisville,http://www.sports-reference.com/cfb/players/brian-brohm-1.html,,9/23/1985,"Trinity,KY",6'3,227,6.25,Louisville,"KY, ",KY,ACC,28.4,Career,Louisville,Big East,SR,QB,44,780,1185,65.8,10775,9.1,9.4,71,24,157.9,2007,Louisville,Big East,SR,QB,12,308,473,65.1,4024,8.5,8.6,30,12,152.4,172,44,0.3,9,2,1,0.5,0,174,45,0.3,9
149,2008,2,57,MIA,Chad Henne,https://www.pro-football-reference.com/players/H/HennCh01.htm,QB,23,Michigan,http://www.sports-reference.com/cfb/players/chad-henne-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/HennCh01_2022.jpg,7/2/1985,"Wilson,PA",6'3,215,6.25,Wyomissing,"PA, ",PA,BIG10,26.9,Career,Michigan,Big Ten,SR,QB,47,828,1387,59.7,9715,7,7.1,87,37,133.9,2007,Michigan,Big Ten,SR,QB,10,162,278,58.3,1938,7,6.7,17,9,130.5,180,-315,-1.8,3,,,,,180,-315,-1.8,3
150,2008,3,94,NWE,Kevin O'Connell,https://www.pro-football-reference.com/players/O/OConKe00.htm,QB,23,San Diego St.,http://www.sports-reference.com/cfb/players/kevin-oconnell-2.html,https://www.pro-football-reference.com/req/20180910/images/headshots/OConKe00.jpg,5/25/1985,"La Costa Canyon,CA",6'5,225,6.42,Knoxville,"TN, ",TN,MW,26.7,Career,San Diego State,MWC,SR,QB,39,664,1151,57.7,7689,6.7,6.2,46,34,121.1,2007,San Diego State,MWC,SR,QB,12,257,439,58.5,3063,7,6.8,15,8,124.8,395,1312,3.3,19,2,44,22,0,397,1356,3.4,19
151,2008,5,156,PIT,Dennis Dixon,https://www.pro-football-reference.com/players/D/DixoDe00.htm,QB,23,Oregon,http://www.sports-reference.com/cfb/players/dennis-dixon-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/DixoDe00_2019.jpg,1/11/1985,"San Leandro,CA",6'3,195,6.25,San Leandro,"CA, ",CA,PAC12,24.4,Career,Oregon,Pac-10,SR,QB,40,444,695,63.9,5129,7.4,7.1,38,21,137.9,2007,Oregon,Pac-10,SR,QB,10,172,254,67.7,2136,8.4,9.3,20,4,161.2,258,1208,4.7,12,,,,,258,1208,4.7,12
152,2008,5,162,NYJ,Erik Ainge,https://www.pro-football-reference.com/players/A/AingEr00.htm,QB,22,Tennessee,http://www.sports-reference.com/cfb/players/erik-ainge-1.html,,6/12/1986,,6'5,225,6.42,,,,SEC,26.7,Career,Tennessee,SEC,SR,QB,43,733,1210,60.6,8700,7.2,7.1,72,35,134.8,2007,Tennessee,SEC,SR,QB,14,325,519,62.6,3522,6.8,7.1,31,10,135.5,82,-227,-2.8,1,,,,,82,-227,-2.8,1
153,2008,6,186,WAS,Colt Brennan,https://www.pro-football-reference.com/players/B/BrenCo00.htm,QB,25,Hawaii,http://www.sports-reference.com/cfb/players/colt-brennan-1.html,,8/16/1983,"Mater Dei,CA",6'2,207,6.17,Laguna Beach,"CA, ",CA,MW,26.5,Career,Hawaii,WAC,SR,QB,38,1115,1584,70.4,14193,9,9.4,131,42,167.6,2007,Hawaii,WAC,SR,QB,12,359,510,70.4,4343,8.5,8.5,38,17,159.8,267,547,2,15,,,,,267,547,2,15
154,2008,6,198,NYG,Andre Woodson,https://www.pro-football-reference.com/players/W/WoodAn00.htm,QB,24,Kentucky,http://www.sports-reference.com/cfb/players/andre-woodson-1.html,,4/25/1984,,6'4,229,6.33,,,,SEC,27.9,Career,Kentucky,SEC,SR,QB,44,791,1278,61.9,9360,7.3,7.7,79,25,139.9,2007,Kentucky,SEC,SR,QB,13,327,518,63.1,3709,7.2,7.7,40,11,144.5,232,-490,-2.1,5,1,5,5,0,233,-485,-2.1,5
155,2008,7,209,GNB,Matt Flynn,https://www.pro-football-reference.com/players/F/FlynMa00.htm,QB,23,LSU,http://www.sports-reference.com/cfb/players/matt-flynn-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/FlynMa00_2019.jpg,6/20/1985,"Robert E. Lee,TX",6'2,228,6.17,Tyler,"TX, ",TX,SEC,29.2,Career,LSU,SEC,SR,QB,41,245,437,56.1,3096,7.1,7.2,31,13,133,2007,LSU,SEC,SR,QB,12,202,359,56.3,2407,6.7,6.5,21,11,125.8,128,340,2.7,5,1,35,35,0,129,375,2.9,5
156,2008,7,223,HOU,Alex Brink,https://www.pro-football-reference.com/players/B/BrinAl00.htm,QB,23,Washington St.,http://www.sports-reference.com/cfb/players/alex-brink-1.html,,6/2/1985,,6'2,211,6.17,,,,PAC12,27.1,Career,Washington State,Pac-10,SR,QB,46,848,1451,58.4,10913,7.5,7.2,76,43,133,2007,Washington State,Pac-10,SR,QB,12,305,503,60.6,3818,7.6,7.3,26,15,135.5,246,98,0.4,5,1,4,4,1,247,102,0.4,6
157,2007,1,1,LVR,JaMarcus Russell,https://www.pro-football-reference.com/players/R/RussJa00.htm,QB,22,LSU,http://www.sports-reference.com/cfb/players/jamarcus-russell-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/RussJa00_2019.jpg,8/9/1985,"Williamson,AL",6'6,265,6.5,Mobile,"AL, ",AL,SEC,30.6,Career,LSU,SEC,JR,QB,36,493,797,61.9,6625,8.3,8.4,52,21,147.9,2006,LSU,SEC,JR,QB,13,232,342,67.8,3129,9.1,9.7,28,8,167,139,79,0.6,4,,,,,139,79,0.6,4
158,2007,1,22,CLE,Brady Quinn,https://www.pro-football-reference.com/players/Q/QuinBr00.htm,QB,22,Notre Dame,http://www.sports-reference.com/cfb/players/brady-quinn-1.html,,10/27/1984,"Dublin Coffman,OH",6'4,232,6.33,Columbus,"OH, ",OH,Independents,28.3,Career,Notre Dame,Ind,SR,QB,49,929,1602,58,11762,7.3,7.4,95,39,134.4,2006,Notre Dame,Ind,SR,QB,13,289,467,61.9,3426,7.3,8.2,37,7,146.7,254,182,0.7,6,2,0,0,0,256,182,0.7,6
159,2007,2,36,PHI,Kevin Kolb,https://www.pro-football-reference.com/players/K/KolbKe00.htm,QB,23,Houston,http://www.sports-reference.com/cfb/players/kevin-kolb-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/KolbKe00_2019.jpg,8/24/1984,"Stephenville,TX",6'3,218,6.25,Victoria,"TX, ",TX,AAC,27.2,Career,Houston,CUSA,SR,QB,50,964,1565,61.6,12964,8.3,8.5,85,31,145.1,2006,Houston,CUSA,SR,QB,14,292,432,67.6,3809,8.8,9.8,30,4,162.7,472,751,1.6,21,1,8,8,0,473,759,1.6,21
160,2007,2,40,MIA,John Beck,https://www.pro-football-reference.com/players/B/BeckJo00.htm,QB,26,BYU,http://www.sports-reference.com/cfb/players/john-beck-1.html,,8/21/1981,"Mountain View,AZ",6'2,215,6.17,Hayward,"CA, ",CA,Independents,27.6,Career,Brigham Young,MWC,SR,QB,43,885,1418,62.4,11021,7.8,7.8,79,34,141.3,2006,Brigham Young,MWC,SR,QB,12,289,417,69.3,3885,9.3,10,32,8,169.1,267,38,0.1,9,1,3,3,0,268,41,0.2,9
161,2007,2,43,DET,Drew Stanton,https://www.pro-football-reference.com/players/S/StanDr00.htm,QB,23,Michigan St.,http://www.sports-reference.com/cfb/players/drew-stanton-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/StanDr00_2019.jpg,5/7/1984,"Harrison,MI",6'3,226,6.25,Okemos,"MI, ",MI,BIG10,28.2,Career,Michigan State,Big Ten,SR,QB,45,543,846,64.2,6524,7.7,7.2,42,28,138.7,2006,Michigan State,Big Ten,SR,QB,11,164,269,61,1807,6.7,5.9,12,10,124.7,332,1512,4.6,15,3,16,5.3,1,335,1528,4.6,16
162,2007,3,92,BUF,Trent Edwards,https://www.pro-football-reference.com/players/E/EdwaTr01.htm,QB,23,Stanford,http://www.sports-reference.com/cfb/players/trent-edwards-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/EdwaTr01_2019.jpg,10/30/1983,"Los Gatos,CA",6'4,231,6.33,Los Gatos,"CA, ",CA,PAC12,28.1,Career,Stanford,Pac-10,SR,QB,35,487,865,56.3,5429,6.3,5.4,36,33,115.1,2006,Stanford,Pac-10,SR,QB,7,94,156,60.3,1027,6.6,5.6,6,6,120.6,226,199,0.9,2,1,-6,-6,0,227,193,0.9,2
163,2007,4,103,DAL,Isaiah Stanback,https://www.pro-football-reference.com/players/S/StanIs00.htm,QB,23,Washington,http://www.sports-reference.com/cfb/players/isaiah-stanback-1.html,,8/16/1984,"Garfield,WA",6'3,216,6.25,Seattle,"WA, ",WA,PAC12,27,Career,Washington,Pac-10,SR,QB,36,269,523,51.4,3868,7.4,7.2,22,12,122.9,2006,Washington,Pac-10,SR,QB,8,101,189,53.4,1325,7,7.4,10,3,126.6,234,794,3.4,11,12,146,12.2,0,246,940,3.8,11
164,2007,5,174,BAL,Troy Smith,https://www.pro-football-reference.com/players/S/SmitTr02.htm,QB,23,Ohio St.,http://www.sports-reference.com/cfb/players/troy-smith-1.html,,7/20/1984,"Glenville,OH",6'0,225,6,Cleveland,"OH, ",OH,BIG10,30.5,Career,Ohio State,Big Ten,SR,QB,43,420,670,62.7,5720,8.5,9.3,54,13,157.1,2006,Ohio State,Big Ten,SR,QB,13,203,311,65.3,2542,8.2,9.2,30,6,161.9,293,1168,4,14,,,,,293,1168,4,14
165,2007,6,205,WAS,Jordan Palmer,https://www.pro-football-reference.com/players/P/PalmJo20.htm,QB,23,Texas-El Paso,http://www.sports-reference.com/cfb/players/jordan-palmer-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/PalmJo20_2019.jpg,5/30/1984,"Mission Viejo,CA",6'5,232,6.42,Westkake Village,"CA, ",CA,CUSA,27.5,Career,UTEP,CUSA,SR,QB,46,851,1427,59.6,11084,7.8,7,88,64,136.3,2006,UTEP,CUSA,SR,QB,12,282,429,65.7,3595,8.4,8.1,26,14,149.6,216,-43,-0.2,7,,,,,216,-43,-0.2,7
166,2006,1,3,TEN,Vince Young,https://www.pro-football-reference.com/players/Y/YounVi00.htm,QB,23,Texas,http://www.sports-reference.com/cfb/players/vince-young-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/YounVi00_2019.jpg,5/18/1983,"Madison,TX",6'5,232,6.42,Houston,"TX, ",TX,BIG12,27.5,Career,Texas,Big 12,JR,QB,37,444,718,61.8,6040,8.4,7.9,44,28,144.9,2005,Texas,Big 12,JR,QB,13,212,325,65.2,3036,9.3,9.6,26,10,163.9,457,3127,6.8,37,1,48,48,0,458,3175,6.9,37
